date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:20:52	1133902/1133902	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-114d4e%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/hotel-management-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/hotel-management-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:52	1084053/1084053	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-108a95%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/hotel-management-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/hotel-management-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:53	1225980/1225980	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-12b4fc%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/airline-management-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/airline-management-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:53	1177584/1177584	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-11f7f0%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/airline-management-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/airline-management-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:53	1102055/1102055	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-10d0e7%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/amazon-online-shopping-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/amazon-online-shopping-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:54	1054079/1054079	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-10157f%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/amazon-online-shopping-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/amazon-online-shopping-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:54	1178746/1178746	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-11fc7a%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/atm.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/atm.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:54	1130844/1130844	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-11415c%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/atm.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/atm.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:55	835014/835014	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-cbdc6%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/blackjack-and-a-deck-of-cards.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/blackjack-and-a-deck-of-cards.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:55	782898/782898	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-bf232%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/blackjack-and-a-deck-of-cards.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/blackjack-and-a-deck-of-cards.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:55	1282707/1282707	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-139293%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/car-rental-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/car-rental-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:56	1231918/1231918	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-12cc2e%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/car-rental-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/car-rental-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:56	1117116/1117116	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-110bbc%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/chess.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/chess.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:56	1062744/1062744	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-103758%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/chess.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/chess.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:57	1037912/1037912	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-fd658%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/cricinfo.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/cricinfo.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:57	986042/986042	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-f0bba%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/cricinfo.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/cricinfo.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:57	1139106/1139106	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-1161a2%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/facebook.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/facebook.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:58	1085719/1085719	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-109117%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/facebook.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/facebook.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:58	1514864/1514864	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-171d70%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/library-management-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/library-management-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:58	1466087/1466087	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-165ee7%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/library-management-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/library-management-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:20:59	1105506/1105506	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-10de62%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/linkedin.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/linkedin.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:00	1052749/1052749	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-10104d%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/linkedin.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/linkedin.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:00	1175820/1175820	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-11f10c%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/movie-ticket-booking-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/movie-ticket-booking-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:00	1126859/1126859	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-1131cb%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/movie-ticket-booking-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/movie-ticket-booking-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:01	1182933/1182933	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-120cd5%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/online-stock-brokerage-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/online-stock-brokerage-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:01	1131366/1131366	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-114366%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/online-stock-brokerage-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/online-stock-brokerage-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:01	1079163/1079163	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-10777b%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/parking-lot.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/parking-lot.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:02	1029967/1029967	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-fb74f%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/parking-lot.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/parking-lot.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:02	1267540/1267540	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-135754%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/restaurant-management-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/restaurant-management-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:02	1217272/1217272	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-1292f8%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/restaurant-management-system.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/restaurant-management-system.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:03	767411/767411	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-bb5b3%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/java/stack-overflow.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/java/stack-overflow.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:03	719399/719399	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-afa27%22	https://akshay-iyangar.github.io/system-design/grokking-ood/examples/python/stack-overflow.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-ood/examples/python/stack-overflow.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:03	470343/470343	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-72d47%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/system-design-basics.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/system-design-basics.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:04	2377663/2377663	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-2447bf%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/key-charactersitics-of-distributed-systems.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/key-charactersitics-of-distributed-systems.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:04	2093205/2093205	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-1ff095%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/load-balancing.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/load-balancing.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:04	476717/476717	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-7462d%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/caching.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/caching.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:05	478180/478180	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-74be4%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/data-partitioning.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/data-partitioning.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:05	485985/485985	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-76a61%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/indexes.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/indexes.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:05	503673/503673	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-7af79%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/proxies.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/proxies.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:06	513962/513962	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-7d7aa%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/redundancy-and-replication.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/redundancy-and-replication.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:06	478612/478612	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-74d94%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/sql-vs-nosql.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/sql-vs-nosql.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:06	596968/596968	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-91be8%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/cap-theorem.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/cap-theorem.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:06	514104/514104	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-7d838%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/consistent-hashing.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/consistent-hashing.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:07	1620440/1620440	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-18b9d8%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/long-polling.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-basics/long-polling.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:07	521538/521538	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-7f542%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/system-design-interviews.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/system-design-interviews.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:08	791576/791576	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-c1418%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/url-shortening-service-like-tiny-url.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/url-shortening-service-like-tiny-url.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:08	1000496/1000496	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-f4430%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/pastebin.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/pastebin.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:08	703579/703579	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-abc5b%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/instagram.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/instagram.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:08	836776/836776	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-cc4a8%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/dropbox.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/dropbox.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:09	778169/778169	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-bdfb9%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/facebook-messenger.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/facebook-messenger.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:09	714011/714011	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-ae51b%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/twitter.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/twitter.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:09	652144/652144	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-9f370%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/youtube-or-netflix.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/youtube-or-netflix.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:09	639019/639019	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-9c02b%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/typehead-suggestion.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/typehead-suggestion.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:10	694536/694536	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-a9908%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/api-rate-limiter.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/api-rate-limiter.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:10	593723/593723	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-90f3b%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/twitter-search.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/twitter-search.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:10	604110/604110	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-937ce%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/web-crwaler.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/web-crwaler.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:10	699442/699442	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-aac32%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/facebook-newsfeed.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/facebook-newsfeed.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:11	927807/927807	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-e283f%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/yelp-ornearby-friends.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/yelp-ornearby-friends.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:12	569464/569464	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-8b078%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/uber-backend.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/uber-backend.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:12	1314551/1314551	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-140ef7%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/ticket-master.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/ticket-master.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:12	471529/471529	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-731e9%22	https://akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/additional-resources.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-system-design/system-design-problems/additional-resources.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:12	359080/359080	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-57aa8%22	https://akshay-iyangar.github.io/system-design/grokking-coding-interviews/1-introduction/1-Who-should-take-this-course.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-coding-interviews/1-introduction/1-Who-should-take-this-course.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:12	358348/358348	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-577cc%22	https://akshay-iyangar.github.io/system-design/grokking-coding-interviews/1-introduction/2-Course-Overview-Grokking-the-Coding-Interview-Patterns-for-Coding-Questions.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-coding-interviews/1-introduction/2-Course-Overview-Grokking-the-Coding-Interview-Patterns-for-Coding-Questions.html	(from https://akshay-iyangar.github.io/system-design/)
19:21:13	701193/701193	---M-Z	200	added ('OK')	text/html	etag:W/%2260e3efda-ab309%22	https://akshay-iyangar.github.io/system-design/grokking-coding-interviews/2-patttern-sliding-window/2-Maximum-Sum-Subarray-of-Size-K-easy/1.1-Maximum-Sum-Subarray-of-Size-K-easy.html	C:/Downloaded%20Web%20Sites/Grokking%20System%20Design/akshay-iyangar.github.io/system-design/grokking-coding-interviews/2-patttern-sliding-window/2-Maximum-Sum-Subarray-of-Size-K-easy/1.1-Maximum-Sum-Subarray-of-Size-K-easy.html	(from https://akshay-iyangar.github.io/system-design/)
